sample,broadband albedo,wavelength,albedo,Fraction of incident irradiance within band,cell concentration,class
BB_20210730_8,0.710931,3.805,0.007983,0.000072,63943.86525,snicar
BB_20210730_8,0.710931,3.815,0.007775,0.000075,63943.86525,snicar
BB_20210730_8,0.710931,3.825,0.007579,0.000084,63943.86525,snicar
BB_20210730_8,0.710931,3.835,0.007395,0.000075,63943.86525,snicar
BB_20210730_8,0.710931,3.845,0.007221,0.000076,63943.86525,snicar
BB_20210730_8,0.710931,3.855,0.00702,0.000079,63943.86525,snicar
BB_20210730_8,0.710931,3.865,0.006825,0.000081,63943.86525,snicar
BB_20210730_8,0.710931,3.875,0.006644,0.000081,63943.86525,snicar
BB_20210730_8,0.710931,3.885,0.006477,0.00008,63943.86525,snicar
BB_20210730_8,0.710931,3.895,0.006321,0.00008,63943.86525,snicar
BB_20210730_8,0.710931,3.905,0.006175,0.000081,63943.86525,snicar
BB_20210730_8,0.710931,3.915,0.006039,0.000082,63943.86525,snicar
BB_20210730_8,0.710931,3.925,0.005912,0.00008,63943.86525,snicar
BB_20210730_8,0.710931,3.935,0.005793,0.00008,63943.86525,snicar
BB_20210730_8,0.710931,3.945,0.005681,0.000079,63943.86525,snicar
BB_20210730_8,0.710931,3.955,0.005576,0.000079,63943.86525,snicar
BB_20210730_8,0.710931,3.965,0.005476,0.000079,63943.86525,snicar
BB_20210730_8,0.710931,3.975,0.005376,0.000077,63943.86525,snicar
BB_20210730_8,0.710931,3.985,0.005279,0.000077,63943.86525,snicar
BB_20210730_8,0.710931,3.995,0.005188,0.000077,63943.86525,snicar
BB_20210730_8,0.710931,4.005,0.005177,0.000076,63943.86525,snicar
BB_20210730_8,0.710931,4.015,0.005166,0.000075,63943.86525,snicar
BB_20210730_8,0.710931,4.025,0.005157,0.000074,63943.86525,snicar
BB_20210730_8,0.710931,4.035,0.005147,0.000074,63943.86525,snicar
BB_20210730_8,0.710931,4.045,0.005138,0.000073,63943.86525,snicar
BB_20210730_8,0.710931,4.055,0.00513,0.000072,63943.86525,snicar
BB_20210730_8,0.710931,4.065,0.005122,0.000072,63943.86525,snicar
BB_20210730_8,0.710931,4.075,0.005114,0.000071,63943.86525,snicar
BB_20210730_8,0.710931,4.085,0.005106,0.00007,63943.86525,snicar
BB_20210730_8,0.710931,4.095,0.005099,0.00007,63943.86525,snicar
BB_20210730_8,0.710931,4.105,0.005092,0.000069,63943.86525,snicar
BB_20210730_8,0.710931,4.115,0.005085,0.000068,63943.86525,snicar
BB_20210730_8,0.710931,4.125,0.005079,0.000068,63943.86525,snicar
BB_20210730_8,0.710931,4.135,0.005072,0.000067,63943.86525,snicar
BB_20210730_8,0.710931,4.145,0.005066,0.000067,63943.86525,snicar
BB_20210730_8,0.710931,4.155,0.00506,0.000066,63943.86525,snicar
BB_20210730_8,0.710931,4.165,0.005054,0.000062,63943.86525,snicar
BB_20210730_8,0.710931,4.175,0.005048,0.000055,63943.86525,snicar
BB_20210730_8,0.710931,4.185,0.005042,0.000023,63943.86525,snicar
BB_20210730_8,0.710931,4.195,0.005037,0,63943.86525,snicar
BB_20210730_8,0.710931,4.205,0.005031,0,63943.86525,snicar
BB_20210730_8,0.710931,4.215,0.005026,0,63943.86525,snicar
BB_20210730_8,0.710931,4.225,0.005021,0,63943.86525,snicar
BB_20210730_8,0.710931,4.235,0.005016,0,63943.86525,snicar
BB_20210730_8,0.710931,4.245,0.005011,0,63943.86525,snicar
BB_20210730_8,0.710931,4.255,0.005005,0,63943.86525,snicar
BB_20210730_8,0.710931,4.265,0.004999,0,63943.86525,snicar
BB_20210730_8,0.710931,4.275,0.004994,0,63943.86525,snicar
BB_20210730_8,0.710931,4.285,0.004989,0,63943.86525,snicar
BB_20210730_8,0.710931,4.295,0.004984,0,63943.86525,snicar
BB_20210730_8,0.710931,4.305,0.00498,0,63943.86525,snicar
BB_20210730_8,0.710931,4.315,0.004975,0,63943.86525,snicar
BB_20210730_8,0.710931,4.325,0.004971,0,63943.86525,snicar
BB_20210730_8,0.710931,4.335,0.004967,0,63943.86525,snicar
BB_20210730_8,0.710931,4.345,0.004963,0,63943.86525,snicar
BB_20210730_8,0.710931,4.355,0.004959,0,63943.86525,snicar
BB_20210730_8,0.710931,4.365,0.004955,0,63943.86525,snicar
BB_20210730_8,0.710931,4.375,0.004951,0,63943.86525,snicar
BB_20210730_8,0.710931,4.385,0.004948,0,63943.86525,snicar
BB_20210730_8,0.710931,4.395,0.004945,0,63943.86525,snicar
BB_20210730_8,0.710931,4.405,0.004942,0,63943.86525,snicar
BB_20210730_8,0.710931,4.415,0.004939,0,63943.86525,snicar
BB_20210730_8,0.710931,4.425,0.004936,0,63943.86525,snicar
BB_20210730_8,0.710931,4.435,0.004934,0,63943.86525,snicar
BB_20210730_8,0.710931,4.445,0.004931,0.000001,63943.86525,snicar
BB_20210730_8,0.710931,4.455,0.00493,0.000001,63943.86525,snicar
BB_20210730_8,0.710931,4.465,0.004928,0.000004,63943.86525,snicar
BB_20210730_8,0.710931,4.475,0.004927,0.000006,63943.86525,snicar
BB_20210730_8,0.710931,4.485,0.004925,0.000016,63943.86525,snicar
BB_20210730_8,0.710931,4.495,0.004924,0.000023,63943.86525,snicar
BB_20210730_8,0.710931,4.505,0.004922,0.000027,63943.86525,snicar
BB_20210730_8,0.710931,4.515,0.004921,0.00003,63943.86525,snicar
BB_20210730_8,0.710931,4.525,0.00492,0.000031,63943.86525,snicar
BB_20210730_8,0.710931,4.535,0.004918,0.000032,63943.86525,snicar
BB_20210730_8,0.710931,4.545,0.004917,0.000035,63943.86525,snicar
BB_20210730_8,0.710931,4.555,0.004916,0.000039,63943.86525,snicar
BB_20210730_8,0.710931,4.565,0.004916,0.000036,63943.86525,snicar
BB_20210730_8,0.710931,4.575,0.004915,0.00003,63943.86525,snicar
BB_20210730_8,0.710931,4.585,0.004913,0.000032,63943.86525,snicar
BB_20210730_8,0.710931,4.595,0.004912,0.000036,63943.86525,snicar
BB_20210730_8,0.710931,4.605,0.00491,0.000035,63943.86525,snicar
BB_20210730_8,0.710931,4.615,0.004909,0.000027,63943.86525,snicar
BB_20210730_8,0.710931,4.625,0.004908,0.000028,63943.86525,snicar
BB_20210730_8,0.710931,4.635,0.004908,0.00003,63943.86525,snicar
BB_20210730_8,0.710931,4.645,0.004907,0.00003,63943.86525,snicar
BB_20210730_8,0.710931,4.655,0.004908,0.000026,63943.86525,snicar
BB_20210730_8,0.710931,4.665,0.004909,0.000025,63943.86525,snicar
BB_20210730_8,0.710931,4.675,0.004911,0.000019,63943.86525,snicar
BB_20210730_8,0.710931,4.685,0.004913,0.000016,63943.86525,snicar
BB_20210730_8,0.710931,4.695,0.004915,0.00002,63943.86525,snicar
BB_20210730_8,0.710931,4.705,0.004919,0.000023,63943.86525,snicar
BB_20210730_8,0.710931,4.715,0.004923,0.000021,63943.86525,snicar
BB_20210730_8,0.710931,4.725,0.004926,0.000016,63943.86525,snicar
BB_20210730_8,0.710931,4.735,0.004928,0.000017,63943.86525,snicar
BB_20210730_8,0.710931,4.745,0.00493,0.000023,63943.86525,snicar
BB_20210730_8,0.710931,4.755,0.004933,0.000023,63943.86525,snicar
BB_20210730_8,0.710931,4.765,0.004937,0.000012,63943.86525,snicar
BB_20210730_8,0.710931,4.775,0.004941,0.000009,63943.86525,snicar
BB_20210730_8,0.710931,4.785,0.004945,0.000013,63943.86525,snicar
BB_20210730_8,0.710931,4.795,0.00495,0.000016,63943.86525,snicar
BB_20210730_8,0.710931,4.805,0.004955,0.000014,63943.86525,snicar
BB_20210730_8,0.710931,4.815,0.00496,0.000007,63943.86525,snicar
BB_20210730_8,0.710931,4.825,0.004966,0.000007,63943.86525,snicar
BB_20210730_8,0.710931,4.835,0.004973,0.000004,63943.86525,snicar
BB_20210730_8,0.710931,4.845,0.00498,0.000003,63943.86525,snicar
BB_20210730_8,0.710931,4.855,0.004987,0.000012,63943.86525,snicar
BB_20210730_8,0.710931,4.865,0.004996,0.000018,63943.86525,snicar
BB_20210730_8,0.710931,4.875,0.005005,0.000016,63943.86525,snicar
BB_20210730_8,0.710931,4.885,0.005016,0.000005,63943.86525,snicar
BB_20210730_8,0.710931,4.895,0.005027,0.000005,63943.86525,snicar
BB_20210730_8,0.710931,4.905,0.005038,0.000015,63943.86525,snicar
BB_20210730_8,0.710931,4.915,0.005043,0.000018,63943.86525,snicar
BB_20210730_8,0.710931,4.925,0.005048,0.000015,63943.86525,snicar
BB_20210730_8,0.710931,4.935,0.005054,0.000011,63943.86525,snicar
BB_20210730_8,0.710931,4.945,0.00506,0.000011,63943.86525,snicar
BB_20210730_8,0.710931,4.955,0.005066,0.000002,63943.86525,snicar
BB_20210730_8,0.710931,4.965,0.005072,0.000002,63943.86525,snicar
BB_20210730_8,0.710931,4.975,0.005079,0.000007,63943.86525,snicar
BB_20210730_8,0.710931,4.985,0.005086,0.000012,63943.86525,snicar
BB_20210730_8,0.710931,4.995,0.005094,0.000012,63943.86525,snicar
BB_20210730_9,0.762116,0.205,0.865189,0,24262.63795,snicar
BB_20210730_9,0.762116,0.215,0.862942,0,24262.63795,snicar
BB_20210730_9,0.762116,0.225,0.86083,0,24262.63795,snicar
BB_20210730_9,0.762116,0.235,0.858835,0,24262.63795,snicar
BB_20210730_9,0.762116,0.245,0.856951,0,24262.63795,snicar
BB_20210730_9,0.762116,0.255,0.85518,0,24262.63795,snicar
BB_20210730_9,0.762116,0.265,0.853528,0,24262.63795,snicar
BB_20210730_9,0.762116,0.275,0.851923,0,24262.63795,snicar
BB_20210730_9,0.762116,0.285,0.850466,0,24262.63795,snicar
BB_20210730_9,0.762116,0.295,0.84906,0.000004,24262.63795,snicar
BB_20210730_9,0.762116,0.305,0.847736,0.000463,24262.63795,snicar
BB_20210730_9,0.762116,0.315,0.846479,0.002965,24262.63795,snicar
BB_20210730_9,0.762116,0.325,0.8453,0.00668,24262.63795,snicar
BB_20210730_9,0.762116,0.335,0.84418,0.008809,24262.63795,snicar
BB_20210730_9,0.762116,0.345,0.843114,0.008417,24262.63795,snicar
BB_20210730_9,0.762116,0.355,0.839242,0.009627,24262.63795,snicar
BB_20210730_9,0.762116,0.365,0.833828,0.010188,24262.63795,snicar
BB_20210730_9,0.762116,0.375,0.830504,0.010016,24262.63795,snicar
BB_20210730_9,0.762116,0.385,0.828673,0.009996,24262.63795,snicar
BB_20210730_9,0.762116,0.395,0.827353,0.012447,24262.63795,snicar
BB_20210730_9,0.762116,0.405,0.826087,0.015759,24262.63795,snicar
BB_20210730_9,0.762116,0.415,0.825193,0.01599,24262.63795,snicar
BB_20210730_9,0.762116,0.425,0.824857,0.01519,24262.63795,snicar
BB_20210730_9,0.762116,0.435,0.824692,0.015037,24262.63795,snicar
BB_20210730_9,0.762116,0.445,0.824607,0.017873,24262.63795,snicar
BB_20210730_9,0.762116,0.455,0.824903,0.019045,24262.63795,snicar
BB_20210730_9,0.762116,0.465,0.82478,0.018671,24262.63795,snicar
BB_20210730_9,0.762116,0.475,0.824512,0.018952,24262.63795,snicar
BB_20210730_9,0.762116,0.485,0.824631,0.018119,24262.63795,snicar
BB_20210730_9,0.762116,0.495,0.824748,0.018025,24262.63795,snicar
BB_20210730_9,0.762116,0.505,0.824479,0.017388,24262.63795,snicar
BB_20210730_9,0.762116,0.515,0.826044,0.016608,24262.63795,snicar
BB_20210730_9,0.762116,0.525,0.829245,0.016664,24262.63795,snicar
BB_20210730_9,0.762116,0.535,0.835396,0.016494,24262.63795,snicar
BB_20210730_9,0.762116,0.545,0.845746,0.016321,24262.63795,snicar
BB_20210730_9,0.762116,0.555,0.859594,0.016112,24262.63795,snicar
BB_20210730_9,0.762116,0.565,0.87403,0.015313,24262.63795,snicar
BB_20210730_9,0.762116,0.575,0.882211,0.015217,24262.63795,snicar
BB_20210730_9,0.762116,0.585,0.879697,0.014902,24262.63795,snicar
BB_20210730_9,0.762116,0.595,0.878445,0.014056,24262.63795,snicar
BB_20210730_9,0.762116,0.605,0.879416,0.014637,24262.63795,snicar
BB_20210730_9,0.762116,0.615,0.874156,0.014242,24262.63795,snicar
BB_20210730_9,0.762116,0.625,0.864146,0.014123,24262.63795,snicar
BB_20210730_9,0.762116,0.635,0.863332,0.014046,24262.63795,snicar
BB_20210730_9,0.762116,0.645,0.857489,0.013496,24262.63795,snicar
BB_20210730_9,0.762116,0.655,0.851683,0.012852,24262.63795,snicar
BB_20210730_9,0.762116,0.665,0.831536,0.013503,24262.63795,snicar
BB_20210730_9,0.762116,0.675,0.825062,0.013269,24262.63795,snicar
BB_20210730_9,0.762116,0.685,0.835614,0.012138,24262.63795,snicar
BB_20210730_9,0.762116,0.695,0.900302,0.011668,24262.63795,snicar
BB_20210730_9,0.762116,0.705,0.934329,0.011859,24262.63795,snicar
BB_20210730_9,0.762116,0.715,0.941087,0.010553,24262.63795,snicar
BB_20210730_9,0.762116,0.725,0.945224,0.009022,24262.63795,snicar
BB_20210730_9,0.762116,0.735,0.947618,0.010354,24262.63795,snicar
BB_20210730_9,0.762116,0.745,0.946368,0.011381,24262.63795,snicar
BB_20210730_9,0.762116,0.755,0.941764,0.010955,24262.63795,snicar
BB_20210730_9,0.762116,0.765,0.936595,0.007246,24262.63795,snicar
BB_20210730_9,0.762116,0.775,0.9309,0.010713,24262.63795,snicar
BB_20210730_9,0.762116,0.785,0.925979,0.010236,24262.63795,snicar
BB_20210730_9,0.762116,0.795,0.921726,0.009762,24262.63795,snicar
BB_20210730_9,0.762116,0.805,0.91898,0.009568,24262.63795,snicar
BB_20210730_9,0.762116,0.815,0.918356,0.007817,24262.63795,snicar
BB_20210730_9,0.762116,0.825,0.917786,0.007815,24262.63795,snicar
BB_20210730_9,0.762116,0.835,0.917193,0.008356,24262.63795,snicar
BB_20210730_9,0.762116,0.845,0.913274,0.008851,24262.63795,snicar
BB_20210730_9,0.762116,0.855,0.905656,0.008478,24262.63795,snicar
BB_20210730_9,0.762116,0.865,0.897649,0.008658,24262.63795,snicar
BB_20210730_9,0.762116,0.875,0.887101,0.008612,24262.63795,snicar
BB_20210730_9,0.762116,0.885,0.877164,0.008373,24262.63795,snicar
BB_20210730_9,0.762116,0.895,0.871013,0.006843,24262.63795,snicar
BB_20210730_9,0.762116,0.905,0.867858,0.005817,24262.63795,snicar
BB_20210730_9,0.762116,0.915,0.865283,0.005245,24262.63795,snicar
BB_20210730_9,0.762116,0.925,0.860774,0.005722,24262.63795,snicar
BB_20210730_9,0.762116,0.935,0.857118,0.001818,24262.63795,snicar
BB_20210730_9,0.762116,0.945,0.852368,0.002379,24262.63795,snicar
BB_20210730_9,0.762116,0.955,0.841629,0.002388,24262.63795,snicar
BB_20210730_9,0.762116,0.965,0.826378,0.004019,24262.63795,snicar
BB_20210730_9,0.762116,0.975,0.811206,0.005136,24262.63795,snicar
BB_20210730_9,0.762116,0.985,0.796307,0.006079,24262.63795,snicar
BB_20210730_9,0.762116,0.995,0.780137,0.006581,24262.63795,snicar
BB_20210730_9,0.762116,1.005,0.760891,0.006406,24262.63795,snicar
BB_20210730_9,0.762116,1.015,0.744713,0.00632,24262.63795,snicar
BB_20210730_9,0.762116,1.025,0.737898,0.006185,24262.63795,snicar
BB_20210730_9,0.762116,1.035,0.736783,0.006068,24262.63795,snicar
BB_20210730_9,0.762116,1.045,0.74198,0.005935,24262.63795,snicar
BB_20210730_9,0.762116,1.055,0.752198,0.005798,24262.63795,snicar
BB_20210730_9,0.762116,1.065,0.76191,0.005638,24262.63795,snicar
BB_20210730_9,0.762116,1.075,0.769019,0.005445,24262.63795,snicar
BB_20210730_9,0.762116,1.085,0.772159,0.005099,24262.63795,snicar
BB_20210730_9,0.762116,1.095,0.77436,0.004598,24262.63795,snicar
BB_20210730_9,0.762116,1.105,0.774343,0.003624,24262.63795,snicar
BB_20210730_9,0.762116,1.115,0.771796,0.001651,24262.63795,snicar
BB_20210730_9,0.762116,1.125,0.765444,0.000703,24262.63795,snicar
BB_20210730_9,0.762116,1.135,0.755209,0.001252,24262.63795,snicar
BB_20210730_9,0.762116,1.145,0.749999,0.001469,24262.63795,snicar
BB_20210730_9,0.762116,1.155,0.733446,0.001565,24262.63795,snicar
BB_20210730_9,0.762116,1.165,0.705257,0.002849,24262.63795,snicar
BB_20210730_9,0.762116,1.175,0.678142,0.003479,24262.63795,snicar
BB_20210730_9,0.762116,1.185,0.652753,0.003361,24262.63795,snicar
BB_20210730_9,0.762116,1.195,0.630556,0.003728,24262.63795,snicar
BB_20210730_9,0.762116,1.205,0.601247,0.003579,24262.63795,snicar
BB_20210730_9,0.762116,1.215,0.571383,0.003751,24262.63795,snicar
BB_20210730_9,0.762116,1.225,0.551832,0.003926,24262.63795,snicar
BB_20210730_9,0.762116,1.235,0.539355,0.004101,24262.63795,snicar
BB_20210730_9,0.762116,1.245,0.529823,0.004098,24262.63795,snicar
BB_20210730_9,0.762116,1.255,0.525503,0.003977,24262.63795,snicar
BB_20210730_9,0.762116,1.265,0.522859,0.003506,24262.63795,snicar
BB_20210730_9,0.762116,1.275,0.524029,0.003686,24262.63795,snicar
BB_20210730_9,0.762116,1.285,0.527088,0.003649,24262.63795,snicar
BB_20210730_9,0.762116,1.295,0.528889,0.003399,24262.63795,snicar
BB_20210730_9,0.762116,1.305,0.53075,0.002839,24262.63795,snicar
BB_20210730_9,0.762116,1.315,0.53222,0.002544,24262.63795,snicar
BB_20210730_9,0.762116,1.325,0.532589,0.002032,24262.63795,snicar
BB_20210730_9,0.762116,1.335,0.533165,0.00123,24262.63795,snicar
BB_20210730_9,0.762116,1.345,0.529884,0.00057,24262.63795,snicar
BB_20210730_9,0.762116,1.355,0.526783,0.000012,24262.63795,snicar
BB_20210730_9,0.762116,1.365,0.522907,0.000001,24262.63795,snicar
BB_20210730_9,0.762116,1.375,0.515371,0.000011,24262.63795,snicar
BB_20210730_9,0.762116,1.385,0.503287,0.00001,24262.63795,snicar
BB_20210730_9,0.762116,1.395,0.485348,0.000044,24262.63795,snicar
BB_20210730_9,0.762116,1.405,0.422374,0.000009,24262.63795,snicar
BB_20210730_9,0.762116,1.415,0.328868,0.000037,24262.63795,snicar
BB_20210730_9,0.762116,1.425,0.240696,0.000117,24262.63795,snicar
BB_20210730_9,0.762116,1.435,0.176494,0.00015,24262.63795,snicar
BB_20210730_9,0.762116,1.445,0.133736,0.000361,24262.63795,snicar
BB_20210730_9,0.762116,1.455,0.098509,0.000726,24262.63795,snicar
BB_20210730_9,0.762116,1.465,0.072603,0.000552,24262.63795,snicar
BB_20210730_9,0.762116,1.475,0.055188,0.000602,24262.63795,snicar
BB_20210730_9,0.762116,1.485,0.045499,0.000725,24262.63795,snicar
BB_20210730_9,0.762116,1.495,0.042014,0.001451,24262.63795,snicar
BB_20210730_9,0.762116,1.505,0.044064,0.001797,24262.63795,snicar
BB_20210730_9,0.762116,1.515,0.046881,0.002067,24262.63795,snicar
BB_20210730_9,0.762116,1.525,0.049739,0.002296,24262.63795,snicar
BB_20210730_9,0.762116,1.535,0.053774,0.002372,24262.63795,snicar
BB_20210730_9,0.762116,1.545,0.058602,0.002388,24262.63795,snicar
BB_20210730_9,0.762116,1.555,0.064057,0.002373,24262.63795,snicar
BB_20210730_9,0.762116,1.565,0.070309,0.002324,24262.63795,snicar
BB_20210730_9,0.762116,1.575,0.077759,0.002127,24262.63795,snicar
BB_20210730_9,0.762116,1.585,0.086416,0.002216,24262.63795,snicar
BB_20210730_9,0.762116,1.595,0.092931,0.0022,24262.63795,snicar
BB_20210730_9,0.762116,1.605,0.099126,0.002037,24262.63795,snicar
BB_20210730_9,0.762116,1.615,0.105265,0.002076,24262.63795,snicar
BB_20210730_9,0.762116,1.625,0.10902,0.002122,24262.63795,snicar
BB_20210730_9,0.762116,1.635,0.112902,0.002064,24262.63795,snicar
BB_20210730_9,0.762116,1.645,0.116981,0.001986,24262.63795,snicar
BB_20210730_9,0.762116,1.655,0.121803,0.00197,24262.63795,snicar
BB_20210730_9,0.762116,1.665,0.127518,0.001935,24262.63795,snicar
BB_20210730_9,0.762116,1.675,0.133647,0.00189,24262.63795,snicar
BB_20210730_9,0.762116,1.685,0.139626,0.00184,24262.63795,snicar
BB_20210730_9,0.762116,1.695,0.145406,0.001776,24262.63795,snicar
BB_20210730_9,0.762116,1.705,0.151144,0.001697,24262.63795,snicar
BB_20210730_9,0.762116,1.715,0.156896,0.001682,24262.63795,snicar
BB_20210730_9,0.762116,1.725,0.162914,0.001533,24262.63795,snicar
BB_20210730_9,0.762116,1.735,0.168033,0.001418,24262.63795,snicar
BB_20210730_9,0.762116,1.745,0.171986,0.001333,24262.63795,snicar
BB_20210730_9,0.762116,1.755,0.176123,0.001319,24262.63795,snicar
BB_20210730_9,0.762116,1.765,0.17964,0.001059,24262.63795,snicar
BB_20210730_9,0.762116,1.775,0.182651,0.000891,24262.63795,snicar
BB_20210730_9,0.762116,1.785,0.185723,0.000596,24262.63795,snicar
BB_20210730_9,0.762116,1.795,0.188749,0.000396,24262.63795,snicar
BB_20210730_9,0.762116,1.805,0.192337,0.000103,24262.63795,snicar
BB_20210730_9,0.762116,1.815,0.196383,0.000038,24262.63795,snicar
BB_20210730_9,0.762116,1.825,0.200686,0.000009,24262.63795,snicar
BB_20210730_9,0.762116,1.835,0.202673,0.000011,24262.63795,snicar
BB_20210730_9,0.762116,1.845,0.200955,0.000001,24262.63795,snicar
BB_20210730_9,0.762116,1.855,0.195864,0.000001,24262.63795,snicar
BB_20210730_9,0.762116,1.865,0.181466,0.000001,24262.63795,snicar
BB_20210730_9,0.762116,1.875,0.15605,0.000001,24262.63795,snicar
BB_20210730_9,0.762116,1.885,0.129864,0.000013,24262.63795,snicar
BB_20210730_9,0.762116,1.895,0.101421,0.00009,24262.63795,snicar
BB_20210730_9,0.762116,1.905,0.076503,0.000003,24262.63795,snicar
BB_20210730_9,0.762116,1.915,0.052458,0.000008,24262.63795,snicar
BB_20210730_9,0.762116,1.925,0.037706,0.000004,24262.63795,snicar
BB_20210730_9,0.762116,1.935,0.026691,0.00003,24262.63795,snicar
BB_20210730_9,0.762116,1.945,0.019922,0.000061,24262.63795,snicar
BB_20210730_9,0.762116,1.955,0.015699,0.000107,24262.63795,snicar
BB_20210730_9,0.762116,1.965,0.01314,0.000198,24262.63795,snicar
BB_20210730_9,0.762116,1.975,0.011785,0.000432,24262.63795,snicar
BB_20210730_9,0.762116,1.985,0.011129,0.000581,24262.63795,snicar
BB_20210730_9,0.762116,1.995,0.01105,0.000542,24262.63795,snicar
BB_20210730_9,0.762116,2.005,0.011324,0.000227,24262.63795,snicar
BB_20210730_9,0.762116,2.015,0.011973,0.000263,24262.63795,snicar
BB_20210730_9,0.762116,2.025,0.012774,0.000547,24262.63795,snicar
BB_20210730_9,0.762116,2.035,0.013751,0.000761,24262.63795,snicar
BB_20210730_9,0.762116,2.045,0.015149,0.000742,24262.63795,snicar
BB_20210730_9,0.762116,2.055,0.0171,0.000518,24262.63795,snicar
BB_20210730_9,0.762116,2.065,0.019621,0.000539,24262.63795,snicar
BB_20210730_9,0.762116,2.075,0.023148,0.000647,24262.63795,snicar
BB_20210730_9,0.762116,2.085,0.027527,0.000757,24262.63795,snicar
BB_20210730_9,0.762116,2.095,0.033204,0.000761,24262.63795,snicar
BB_20210730_9,0.762116,2.105,0.040583,0.000793,24262.63795,snicar
BB_20210730_9,0.762116,2.115,0.048064,0.000772,24262.63795,snicar
BB_20210730_9,0.762116,2.125,0.057729,0.00078,24262.63795,snicar
BB_20210730_9,0.762116,2.135,0.068223,0.000789,24262.63795,snicar
BB_20210730_9,0.762116,2.145,0.078914,0.000787,24262.63795,snicar
BB_20210730_9,0.762116,2.155,0.089891,0.000721,24262.63795,snicar
BB_20210730_9,0.762116,2.165,0.100398,0.000689,24262.63795,snicar
BB_20210730_9,0.762116,2.175,0.110867,0.000709,24262.63795,snicar
BB_20210730_9,0.762116,2.185,0.120721,0.000665,24262.63795,snicar
BB_20210730_9,0.762116,2.195,0.12985,0.000679,24262.63795,snicar
BB_20210730_9,0.762116,2.205,0.137762,0.000665,24262.63795,snicar
BB_20210730_9,0.762116,2.215,0.146488,0.000681,24262.63795,snicar
BB_20210730_9,0.762116,2.225,0.154296,0.000684,24262.63795,snicar
BB_20210730_9,0.762116,2.235,0.160814,0.000682,24262.63795,snicar
BB_20210730_9,0.762116,2.245,0.165405,0.000671,24262.63795,snicar
BB_20210730_9,0.762116,2.255,0.164441,0.00066,24262.63795,snicar
BB_20210730_9,0.762116,2.265,0.161339,0.00065,24262.63795,snicar
BB_20210730_9,0.762116,2.275,0.154491,0.000641,24262.63795,snicar
BB_20210730_9,0.762116,2.285,0.146044,0.000631,24262.63795,snicar
BB_20210730_9,0.762116,2.295,0.136059,0.000618,24262.63795,snicar
BB_20210730_9,0.762116,2.305,0.125282,0.000599,24262.63795,snicar
BB_20210730_9,0.762116,2.315,0.115167,0.000569,24262.63795,snicar
BB_20210730_9,0.762116,2.325,0.105752,0.000506,24262.63795,snicar
BB_20210730_9,0.762116,2.335,0.097678,0.00051,24262.63795,snicar
BB_20210730_9,0.762116,2.345,0.090676,0.000437,24262.63795,snicar
BB_20210730_9,0.762116,2.355,0.085219,0.000432,24262.63795,snicar
BB_20210730_9,0.762116,2.365,0.080955,0.000418,24262.63795,snicar
BB_20210730_9,0.762116,2.375,0.077797,0.000326,24262.63795,snicar
BB_20210730_9,0.762116,2.385,0.075543,0.000275,24262.63795,snicar
BB_20210730_9,0.762116,2.395,0.073684,0.000338,24262.63795,snicar
BB_20210730_9,0.762116,2.405,0.072176,0.000299,24262.63795,snicar
BB_20210730_9,0.762116,2.415,0.070916,0.000181,24262.63795,snicar
BB_20210730_9,0.762116,2.425,0.069875,0.000279,24262.63795,snicar
BB_20210730_9,0.762116,2.435,0.068682,0.000212,24262.63795,snicar
BB_20210730_9,0.762116,2.445,0.067349,0.000225,24262.63795,snicar
BB_20210730_9,0.762116,2.455,0.066104,0.000127,24262.63795,snicar
BB_20210730_9,0.762116,2.465,0.064998,0.000196,24262.63795,snicar
BB_20210730_9,0.762116,2.475,0.064018,0.000088,24262.63795,snicar
BB_20210730_9,0.762116,2.485,0.063092,0.000062,24262.63795,snicar
BB_20210730_9,0.762116,2.495,0.062201,0.000032,24262.63795,snicar
BB_20210730_9,0.762116,2.505,0.061796,0.000022,24262.63795,snicar
BB_20210730_9,0.762116,2.515,0.061878,0.00001,24262.63795,snicar
BB_20210730_9,0.762116,2.525,0.062376,0.000004,24262.63795,snicar
BB_20210730_9,0.762116,2.535,0.063253,0,24262.63795,snicar
BB_20210730_9,0.762116,2.545,0.06413,0,24262.63795,snicar
BB_20210730_9,0.762116,2.555,0.065517,0,24262.63795,snicar
BB_20210730_9,0.762116,2.565,0.067404,0,24262.63795,snicar
BB_20210730_9,0.762116,2.575,0.068724,0,24262.63795,snicar
BB_20210730_9,0.762116,2.585,0.069607,0,24262.63795,snicar
BB_20210730_9,0.762116,2.595,0.069691,0,24262.63795,snicar
BB_20210730_9,0.762116,2.605,0.068786,0,24262.63795,snicar
BB_20210730_9,0.762116,2.615,0.067238,0,24262.63795,snicar
BB_20210730_9,0.762116,2.625,0.062677,0,24262.63795,snicar
BB_20210730_9,0.762116,2.635,0.056145,0,24262.63795,snicar
BB_20210730_9,0.762116,2.645,0.050808,0,24262.63795,snicar
BB_20210730_9,0.762116,2.655,0.046356,0,24262.63795,snicar
BB_20210730_9,0.762116,2.665,0.042584,0,24262.63795,snicar
BB_20210730_9,0.762116,2.675,0.039362,0,24262.63795,snicar
BB_20210730_9,0.762116,2.685,0.028506,0,24262.63795,snicar
BB_20210730_9,0.762116,2.695,0.021926,0,24262.63795,snicar
BB_20210730_9,0.762116,2.705,0.017608,0,24262.63795,snicar
